"EntrezID" "Symbol" "A_1_L01_FlowCellA" "A_2_L01_FlowCellA" "A_3_L01_FlowCellA" "A_4_L01_FlowCellA" "A_5_L01_FlowCellA" "B_1_L01_FlowCellA" "B_2_L01_FlowCellA" "B_3_L01_FlowCellA" "B_4_L01_FlowCellA" "B_5_L01_FlowCellB"
"47445" "23075" "SWAP70" 211 172 240 283 276 125 112 151 84 81
"48287" "94056" "SYAP1" 246 234 276 333 307 138 130 156 131 112
"48294" "55638" "SYBU" 36 32 30 29 30 819 764 876 622 507
"48295" "93426" "SYCE1" 0 0 0 0 0 17 20 20 18 14
"48296" "100130958" "SYCE1L" 8 6 2 7 5 11 8 10 8 6
"48297" "256126" "SYCE2" 10 8 12 15 13 10 6 6 5 7
"48298" "342898" "SYCN" 0 0 0 0 0 0 0 0 0 0
"48299" "10388" "SYCP2" 80 67 118 118 118 53 47 53 42 33
"48300" "50511" "SYCP3" 0 1 0 3 0 6 4 5 5 3
"48303" "85360" "SYDE1" 530 416 446 517 416 43 49 42 37 22
"48304" "84144" "SYDE2" 37 33 27 36 35 6 3 3 2 7
"48312" "25949" "SYF2" 141 128 172 203 166 134 124 148 91 110
"48328" "6850" "SYK" 40 33 39 64 53 21 20 14 18 15
"48344" "8189" "SYMPK" 216 208 221 248 224 189 176 192 132 113
"48345" "6853" "SYN1" 9 9 11 15 6 1525 1487 1563 1156 767
"48346" "6854" "SYN2" 9 10 7 5 7 1729 1663 1825 1354 1080
"48347" "8224" "SYN3" 16 4 11 8 5 66 52 58 55 35
"48350" "81493" "SYNC" 27 20 21 43 30 12 7 9 6 4
"48351" "10492" "SYNCRIP" 782 691 927 1028 984 366 361 382 284 245
"48352" "23345" "SYNE1" 64 71 90 114 110 2169 2235 2499 1857 1488
"48353" "23224" "SYNE2" 344 287 370 424 374 308 321 350 265 208
"48356" "9144" "SYNGR2" 550 453 524 541 417 288 264 286 194 144
"48357" "138916" "SYNGR2P2" 4 3 2 3 3 1 1 1 2 1
"48358" "9143" "SYNGR3" 78 61 72 71 41 794 710 819 611 408
"48359" "23546" "SYNGR4" 0 1 0 0 2 8 5 8 7 3
"48360" "8867" "SYNJ1" 149 115 169 186 174 912 884 1139 827 714
"48361" "8871" "SYNJ2" 387 326 365 455 404 608 629 715 505 434
"48363" "23336" "SYNM" 139 111 159 178 163 465 483 498 382 304
"48365" "11346" "SYNPO" 66 52 67 72 66 734 760 744 551 451
"48366" "171024" "SYNPO2" 7 3 10 17 12 184 147 184 129 117
"48367" "79933" "SYNPO2L" 1 2 1 1 1 2 4 1 0 0
"48368" "132204" "SYNPR" 0 0 0 1 1 768 732 895 679 560
"48369" "11276" "SYNRG" 191 172 231 245 220 285 303 327 238 189
"48370" "6855" "SYP" 31 23 28 34 27 3528 3350 3590 2758 2223
"48373" "6856" "SYPL1" 441 364 468 580 501 225 175 225 192 191
"48374" "284612" "SYPL2" 4 5 4 7 3 8 14 15 8 4
"48381" "767557" "SYS1-DBNDD2" 200 162 206 251 197 1517 1442 1602 1206 933
"48392" "6857" "SYT1" 17 15 29 33 32 5198 5225 5897 4384 3988
"48393" "341359" "SYT10" 13 12 8 13 10 7 6 11 7 5
"48394" "23208" "SYT11" 52 49 56 77 69 3736 3790 4057 3153 2540
"48395" "91683" "SYT12" 38 32 41 45 31 464 479 466 352 274
"48396" "57586" "SYT13" 14 8 18 12 12 888 815 881 683 622
"48397" "255928" "SYT14" 8 10 8 11 14 35 39 52 41 26
"48398" "401135" "SYT14L" 0 0 0 0 0 0 0 0 0 0
"48399" "83849" "SYT15" 18 28 29 29 29 196 156 182 112 96
"48400" "83851" "SYT16" 1 0 2 1 0 16 18 22 14 24
"48401" "127833" "SYT2" 18 19 22 21 26 1042 1005 1101 808 639
"48402" "6860" "SYT4" 0 0 0 1 0 1437 1428 1631 1199 1123
"48403" "6861" "SYT5" 6 8 10 13 10 464 469 426 366 224
"48404" "148281" "SYT6" 43 33 29 39 33 17 26 30 27 20
"48405" "9066" "SYT7" 127 110 107 141 121 1346 1161 1342 930 749
"48406" "90019" "SYT8" 4 2 5 7 4 0 1 0 0 0
"48407" "143425" "SYT9" 3 3 5 1 3 139 135 154 94 76
"48412" "84958" "SYTL1" 198 162 187 234 151 147 148 128 126 74
"48413" "54843" "SYTL2" 290 214 302 372 308 355 307 399 321 240
"48414" "94120" "SYTL3" 4 10 5 11 7 9 4 8 5 7
"48415" "94121" "SYTL4" 20 28 28 28 26 28 20 26 19 19
"48416" "94122" "SYTL5" 73 48 73 92 57 25 20 21 30 23
"48420" "84447" "SYVN1" 259 183 239 242 253 186 191 209 137 88
"48428" "6862" "T" 0 0 0 1 0 0 0 0 0 0
"48429" "134864" "TAAR1" 0 0 0 0 0 0 0 0 0 0
"48430" "9287" "TAAR2" 0 0 0 0 0 0 0 0 0 0
"48431" "9288" "TAAR3" 0 0 0 0 0 2 0 1 1 0
"48432" "9038" "TAAR5" 0 0 0 0 0 0 0 0 0 0
"48433" "319100" "TAAR6" 0 0 0 0 0 0 0 0 0 1
"48434" "83551" "TAAR8" 0 0 0 0 0 0 0 0 0 0
"48435" "134860" "TAAR9" 0 0 0 0 0 0 0 0 0 0
"48436" "23118" "TAB2" 331 271 359 431 373 344 309 346 290 239
"48437" "257397" "TAB3" 176 139 210 243 222 170 196 192 143 132
"48438" "643199" "TAB3P1" 0 0 0 0 0 0 0 0 0 0
"48444" "6863" "TAC1" 0 0 0 0 0 41 46 39 33 27
"48445" "6866" "TAC3" 9 4 13 8 7 31 20 22 13 15
"48446" "255061" "TAC4" 0 1 2 1 0 0 0 0 0 1
"48447" "6867" "TACC1" 424 397 467 543 507 1184 1190 1354 976 784
"48448" "10579" "TACC2" 95 110 109 123 98 265 234 297 219 150
"48449" "10460" "TACC3" 644 521 667 782 636 41 48 45 25 20
"48453" "51204" "TACO1" 97 77 94 118 112 50 48 69 48 35
"48454" "6869" "TACR1" 1 0 1 1 0 12 12 21 13 12
"48455" "6865" "TACR2" 1 0 1 2 1 11 8 11 12 3
"48456" "6870" "TACR3" 0 0 0 0 0 1 1 0 2 1
"48457" "4070" "TACSTD2" 180 134 172 180 159 3 0 2 2 0
"48459" "117143" "TADA1" 90 83 106 129 109 110 90 111 89 62
"48460" "6871" "TADA2A" 66 62 83 90 97 119 114 183 121 86
"48461" "93624" "TADA2B" 105 113 129 144 107 178 160 196 148 119
"48462" "10474" "TADA3" 403 351 423 475 398 348 321 366 236 184
"48466" "6872" "TAF1" 237 230 252 294 243 163 159 142 126 83
"48467" "6881" "TAF10" 257 221 247 280 217 178 157 131 90 73
"48468" "6882" "TAF11" 93 84 98 106 117 50 44 71 39 48
"48469" "6883" "TAF12" 97 82 111 122 110 40 47 46 45 39
"48470" "6884" "TAF13" 65 63 74 96 96 119 120 142 95 92
"48471" "8148" "TAF15" 751 623 800 861 942 474 462 503 355 364
"48472" "9015" "TAF1A" 49 44 55 61 51 13 16 22 17 16
"48473" "9014" "TAF1B" 79 75 88 110 105 32 31 41 38 31
"48474" "9013" "TAF1C" 278 220 265 281 228 153 167 160 107 88
"48475" "138474" "TAF1L" 48 27 49 59 58 25 20 28 29 22
"48477" "6873" "TAF2" 199 187 250 235 212 118 123 138 78 78
"48478" "83860" "TAF3" 75 63 67 79 76 106 95 113 98 80
"48479" "6874" "TAF4" 230 180 200 260 224 115 121 112 94 69
"48480" "6875" "TAF4B" 71 68 80 99 72 55 51 54 49 46
"48481" "6877" "TAF5" 41 44 57 64 60 37 36 34 25 41
"48482" "27097" "TAF5L" 133 123 134 156 143 93 97 109 67 73
"48483" "6878" "TAF6" 343 235 317 342 328 245 236 257 192 166
"48484" "10629" "TAF6L" 155 112 149 152 126 113 98 108 82 57
"48485" "6879" "TAF7" 439 362 512 528 514 544 536 567 464 383
"48486" "54457" "TAF7L" 3 0 0 3 1 1 2 6 3 2
"48487" "129685" "TAF8" 113 74 122 131 137 63 41 65 41 45
"48488" "6880" "TAF9" 368 326 437 448 462 229 223 294 229 188
"48489" "51616" "TAF9B" 23 16 23 41 24 13 35 34 23 19
"48490" "163088" "TAF9P3" 12 12 14 17 15 15 27 30 16 10
"48493" "117289" "TAGAP" 8 8 8 8 9 11 11 17 11 6
"48497" "6876" "TAGLN" 120 112 121 140 121 301 234 284 197 179
"48498" "8407" "TAGLN2" 221 170 164 184 173 29 28 25 19 19
"48500" "29114" "TAGLN3" 4 4 4 1 4 1514 1385 1476 1083 853
"48535" "6887" "TAL2" 1 0 0 2 0 1 1 1 0 0
"48537" "6888" "TALDO1" 751 543 743 795 626 435 455 437 341 262
"48563" "85461" "TANC1" 235 138 205 234 209 227 216 248 155 125
"48564" "26115" "TANC2" 219 226 247 275 241 443 348 437 295 239
"48572" "10010" "TANK" 127 101 142 171 157 89 90 112 86 86
"48581" "57551" "TAOK1" 109 88 107 130 126 220 232 216 211 149
"48582" "9344" "TAOK2" 470 381 444 523 431 786 735 753 508 411
"48583" "51347" "TAOK3" 168 123 145 190 180 364 344 344 285 256
"48584" "6890" "TAP1" 147 106 131 139 115 114 108 120 74 52
"48587" "6892" "TAPBP" 990 801 970 1080 925 498 397 450 332 268
"48588" "55080" "TAPBPL" 34 43 49 45 41 19 23 26 14 13
"48592" "202018" "TAPT1" 115 85 133 125 115 232 234 247 202 178
"48603" "6894" "TARBP1" 424 318 462 517 447 363 361 384 342 249
"48604" "6895" "TARBP2" 167 111 152 208 138 120 127 111 111 81
"48609" "23435" "TARDBP" 798 694 961 1089 1032 718 653 809 623 544
"48648" "441864" "TARM1" 0 0 0 0 0 0 0 0 0 0
"48669" "6897" "TARS" 869 726 962 1087 1025 189 204 218 162 160
"48670" "80222" "TARS2" 204 178 251 260 192 167 139 158 109 91
"48678" "123283" "TARSL2" 59 60 68 58 64 243 245 251 197 174
"48703" "80835" "TAS1R1" 6 2 0 0 2 0 0 2 2 0
"48704" "80834" "TAS1R2" 0 0 0 0 0 0 0 0 0 0
"48705" "83756" "TAS1R3" 8 2 3 8 3 5 1 7 4 5
"48706" "50834" "TAS2R1" 0 0 0 0 0 0 0 0 1 0
"48707" "50839" "TAS2R10" 0 0 0 4 1 1 0 0 1 1
"48709" "50838" "TAS2R13" 0 0 0 0 0 0 0 0 0 0
"48710" "50833" "TAS2R16" 0 0 0 0 0 0 0 0 0 0
"48711" "338414" "TAS2R18" 1 0 0 0 0 1 0 1 0 0
"48712" "259294" "TAS2R19" 3 0 0 2 4 1 2 3 4 0
"48713" "259295" "TAS2R20" 9 8 12 8 12 7 3 7 5 6
"48714" "50831" "TAS2R3" 0 0 0 1 0 1 0 1 0 5
"48715" "259293" "TAS2R30" 0 0 0 0 0 0 1 0 0 0
"48716" "259290" "TAS2R31" 3 0 1 4 1 1 0 1 1 0
"48717" "5726" "TAS2R38" 0 0 0 1 0 0 0 0 0 0
"48718" "259285" "TAS2R39" 0 0 0 0 0 0 0 0 0 0
"48719" "50832" "TAS2R4" 1 3 7 2 6 10 9 15 5 15
"48720" "259286" "TAS2R40" 0 0 0 0 0 0 0 0 0 0
"48721" "259287" "TAS2R41" 0 0 0 0 0 0 0 0 0 0
"48722" "353164" "TAS2R42" 0 1 0 0 0 0 0 0 0 0
"48723" "259289" "TAS2R43" 0 0 0 0 1 1 0 1 1 0
"48724" "259292" "TAS2R46" 1 0 2 0 0 0 0 0 0 0
"48725" "54429" "TAS2R5" 11 7 5 7 7 5 3 6 2 1
"48726" "259296" "TAS2R50" 0 0 0 1 0 0 0 0 0 1
"48727" "338398" "TAS2R60" 0 0 0 0 1 0 0 0 0 0
"48728" "338399" "TAS2R62P" 0 0 0 0 0 0 0 0 0 0
"48729" "338413" "TAS2R63P" 0 0 0 0 0 0 1 0 1 0
"48730" "338412" "TAS2R64P" 0 0 0 0 0 3 1 2 1 0
"48731" "50837" "TAS2R7" 0 0 0 0 0 0 0 0 0 0
"48732" "50836" "TAS2R8" 0 0 0 0 0 0 0 0 1 0
"48733" "50835" "TAS2R9" 0 0 0 0 0 0 1 0 0 0
"48759" "55617" "TASP1" 42 35 49 47 66 38 29 37 23 24
"48771" "6898" "TAT" 5 6 7 6 7 0 1 0 0 2
"48775" "83940" "TATDN1" 47 39 38 41 44 22 26 24 23 16
"48777" "128387" "TATDN3" 57 49 69 90 80 77 65 87 82 55
"48896" "8887" "TAX1BP1" 624 509 680 776 696 707 708 864 592 566
"48908" "6901" "TAZ" 212 189 227 279 212 201 205 202 158 113
"48911" "23216" "TBC1D1" 257 223 245 327 258 218 220 257 194 131
"48913" "26000" "TBC1D10B" 214 166 170 237 183 261 254 253 206 159
"48914" "374403" "TBC1D10C" 82 61 54 69 70 22 36 16 25 16
"48915" "23232" "TBC1D12" 39 28 46 50 49 216 228 235 208 161
"48916" "54662" "TBC1D13" 91 74 80 70 75 99 94 99 67 54
"48917" "57533" "TBC1D14" 151 115 177 176 144 136 130 160 91 107
"48918" "64786" "TBC1D15" 177 169 247 276 284 219 209 240 227 198
"48919" "125058" "TBC1D16" 658 498 617 734 568 549 515 579 391 305
"48920" "79735" "TBC1D17" 163 126 168 195 146 395 418 404 313 233
"48921" "55296" "TBC1D19" 32 20 37 39 31 36 43 45 39 33
"48922" "55357" "TBC1D2" 42 31 37 58 49 102 81 91 61 43
"48923" "128637" "TBC1D20" 273 252 283 357 286 390 392 421 329 232
"48924" "161514" "TBC1D21" 0 0 0 0 1 0 1 1 0 0
"48925" "25771" "TBC1D22A" 91 89 78 103 85 83 97 99 73 59
"48926" "55633" "TBC1D22B" 101 86 114 146 101 115 98 110 71 61
"48927" "55773" "TBC1D23" 147 128 216 232 214 166 135 187 142 123
"48929" "254272" "TBC1D28" 2 0 0 0 0 2 2 0 0 1
"48930" "26083" "TBC1D29" 1 0 5 2 3 2 2 2 0 3
"48931" "23102" "TBC1D2B" 161 125 186 229 160 156 141 162 111 92
"48932" "729873" "TBC1D3" 185 152 199 207 225 256 224 259 190 198
"48933" "23329" "TBC1D30" 32 39 43 52 36 179 170 188 147 119
"48934" "414059" "TBC1D3B" 11 7 10 12 7 5 7 11 8 4
"48935" "414060" "TBC1D3C" 5 7 5 11 4 9 10 18 4 8
"48936" "84218" "TBC1D3F" 36 27 35 41 24 42 26 39 29 19
"48937" "654341" "TBC1D3G" 8 1 2 5 3 5 5 4 2 1
"48938" "729877" "TBC1D3H" 2 1 3 1 1 4 1 4 3 1
"48939" "9882" "TBC1D4" 368 285 414 492 412 172 151 203 165 140
"48940" "9779" "TBC1D5" 341 317 361 436 372 464 492 515 360 325
"48941" "51256" "TBC1D7" 294 253 307 329 302 72 66 95 57 47
"48942" "11138" "TBC1D8" 86 79 96 114 99 85 74 92 70 50
"48943" "54885" "TBC1D8B" 29 19 33 39 45 15 16 18 23 12
"48944" "23158" "TBC1D9" 246 213 239 298 260 685 701 739 524 455
"48946" "6902" "TBCA" 219 174 195 211 222 104 72 104 73 71
"48947" "494540" "TBCAP1" 201 194 255 289 304 83 92 104 82 80
"48948" "494542" "TBCAP3" 2 0 0 1 0 0 0 0 0 0
"48949" "1155" "TBCB" 275 221 277 302 236 631 629 599 480 325
"48950" "6903" "TBCC" 109 72 84 126 91 113 114 122 91 74
"48952" "6904" "TBCD" 536 442 539 608 490 520 491 510 384 253
"48953" "219899" "TBCEL" 104 70 78 118 123 99 88 84 84 82
"48954" "93627" "TBCK" 93 80 115 111 99 138 140 163 128 92
"48955" "29110" "TBK1" 164 112 149 170 177 138 139 167 124 123
"48956" "9755" "TBKBP1" 120 120 119 135 114 304 286 292 248 164
"48957" "6907" "TBL1X" 347 288 322 388 339 158 135 144 100 105
"48958" "79718" "TBL1XR1" 531 391 552 686 605 519 535 613 459 453
"48960" "286555" "TBL1YP1" 0 0 0 0 0 0 0 0 0 0
"48961" "26608" "TBL2" 267 245 292 362 314 79 88 84 76 51
"48962" "10607" "TBL3" 377 294 335 396 318 146 147 150 102 82
"48963" "6908" "TBP" 148 100 135 155 152 67 96 89 72 51
"48964" "9519" "TBPL1" 41 36 54 76 56 69 63 81 56 54
"48965" "387332" "TBPL2" 0 0 0 0 0 0 0 0 0 0
"48966" "10716" "TBR1" 0 2 0 0 1 349 364 375 302 227
"48967" "84897" "TBRG1" 156 115 203 232 189 357 389 413 300 259
"48969" "6899" "TBX1" 61 47 53 82 37 7 3 6 2 1
"48970" "347853" "TBX10" 5 5 3 7 2 0 2 1 1 1
"48971" "6913" "TBX15" 5 6 12 13 5 9 10 9 7 3
"48972" "9096" "TBX18" 27 18 24 26 23 17 15 20 13 10
"48973" "6909" "TBX2" 232 172 235 249 140 51 32 47 23 18
"48974" "57057" "TBX20" 0 1 1 1 0 0 0 0 0 0
"48975" "30009" "TBX21" 0 0 0 1 0 1 0 2 1 0
"48976" "50945" "TBX22" 0 0 3 0 0 0 0 0 0 0
"48977" "6926" "TBX3" 276 236 305 325 260 32 20 35 15 16
"48978" "9496" "TBX4" 0 2 2 3 2 0 0 0 0 0
"48979" "6910" "TBX5" 2 0 1 0 1 1 3 0 0 0
"48980" "6911" "TBX6" 15 8 20 26 16 7 9 11 9 5
"48981" "6915" "TBXA2R" 24 11 17 23 11 3 8 2 4 3
"48982" "6916" "TBXAS1" 27 20 22 20 31 29 22 21 23 17
"48983" "123036" "TC2N" 40 46 61 87 82 14 16 16 20 15
"48984" "146771" "TCAM1P" 26 17 39 20 27 4 8 0 2 2
"48985" "8557" "TCAP" 4 12 7 8 9 39 37 26 27 20
"48986" "6917" "TCEA1" 292 253 345 380 381 127 152 176 142 119
"48987" "6918" "TCEA1P1" 0 0 0 0 0 0 0 0 0 0
"48988" "399511" "TCEA1P2" 373 322 435 480 431 183 177 199 163 139
"48989" "6919" "TCEA2" 283 230 281 337 233 593 565 567 421 338
"48990" "6920" "TCEA3" 61 48 55 83 74 23 26 18 16 11
"48991" "140597" "TCEAL2" 0 1 2 2 3 554 554 612 427 376
"48993" "79921" "TCEAL4" 253 200 256 300 272 441 398 482 383 298
"48994" "340543" "TCEAL5" 0 1 0 0 0 228 219 221 173 179
"48995" "158931" "TCEAL6" 2 0 1 1 0 288 253 315 214 195
"48996" "56849" "TCEAL7" 0 0 0 0 0 370 342 445 311 271
"48997" "90843" "TCEAL8" 138 119 146 188 165 172 165 213 142 139
"48998" "170082" "TCEANC" 11 7 11 10 12 22 21 23 21 13
"48999" "6921" "TCEB1" 160 138 156 176 159 166 154 164 122 138
"49000" "283747" "TCEB1P2" 54 57 55 80 66 34 56 34 38 39
"49001" "100287579" "TCEB1P22" 0 0 0 0 0 1 0 0 0 0
"49002" "6923" "TCEB2" 560 410 503 570 451 496 432 495 365 280
"49003" "51224" "TCEB3B" 0 0 0 0 0 0 0 0 2 0
"49004" "162699" "TCEB3C" 0 0 0 0 0 0 1 0 1 0
"49005" "728929" "TCEB3CL" 0 0 0 0 0 0 0 0 0 0
"49006" "10915" "TCERG1" 595 543 702 785 711 488 439 451 390 295
"49007" "256536" "TCERG1L" 5 1 4 9 4 60 60 53 43 28
"49008" "6939" "TCF15" 9 7 19 13 6 2 0 1 1 3
"49009" "6941" "TCF19" 339 267 364 379 329 38 46 45 35 32
"49010" "6942" "TCF20" 268 205 273 331 279 278 252 292 220 174
"49011" "6943" "TCF21" 0 0 0 0 1 0 0 0 0 0
"49012" "150921" "TCF23" 0 1 3 0 0 0 0 0 0 0
"49013" "100129654" "TCF24" 1 1 1 1 0 0 1 0 0 1
"49015" "6929" "TCF3" 646 483 574 661 481 91 99 95 65 43
"49016" "6925" "TCF4" 188 170 206 243 200 1156 1117 1234 941 897
"49017" "6932" "TCF7" 645 499 625 664 584 13 11 4 11 3
"49018" "83439" "TCF7L1" 61 66 73 69 48 32 33 24 12 15
"49019" "6934" "TCF7L2" 99 89 113 122 125 116 119 117 86 73
"49020" "10732" "TCFL5" 213 172 208 257 217 198 193 226 186 144
"49021" "7062" "TCHH" 5 5 4 6 1 7 9 8 4 7
"49022" "126637" "TCHHL1" 0 0 0 0 0 0 0 0 0 0
"49023" "84260" "TCHP" 154 161 166 194 160 142 150 147 92 91
"49024" "10312" "TCIRG1" 428 381 439 546 369 65 52 49 45 35
"49025" "8115" "TCL1A" 4 0 0 1 1 0 0 0 0 0
"49027" "6947" "TCN1" 3 4 3 7 4 0 0 1 0 1
"49028" "6948" "TCN2" 93 75 82 90 85 94 85 120 74 54
"49029" "6949" "TCOF1" 727 604 703 846 666 253 270 299 194 176
"49030" "6953" "TCP10" 0 0 0 0 0 0 0 0 1 1
"49031" "401285" "TCP10L2" 0 0 1 0 0 0 1 0 1 0
"49032" "6954" "TCP11" 0 0 0 0 0 3 1 2 0 0
"49033" "55346" "TCP11L1" 45 34 44 47 41 120 130 104 87 89
"49034" "255394" "TCP11L2" 27 29 34 35 35 56 51 56 37 46
"49036" "647047" "TCP1P1" 115 101 104 148 127 45 59 67 40 32
"49037" "400013" "TCP1P3" 8 9 15 10 13 4 6 6 6 6
"49038" "6988" "TCTA" 15 13 14 16 20 50 21 30 25 31
"49039" "202500" "TCTE1" 1 0 0 0 2 17 22 22 10 14
"49040" "6991" "TCTE3" 29 27 34 29 22 18 22 18 21 9
"49041" "200132" "TCTEX1D1" 1 0 3 3 1 24 23 25 21 22
"49042" "343521" "TCTEX1D4" 0 1 0 3 1 1 1 3 1 1
"49043" "79600" "TCTN1" 129 100 118 151 132 63 90 88 73 58
"49044" "79867" "TCTN2" 62 47 60 84 73 46 62 42 28 32
"49045" "26123" "TCTN3" 198 178 260 274 244 114 121 130 110 70
"49046" "6996" "TDG" 157 128 171 192 191 57 43 44 42 52
"49047" "6997" "TDGF1" 47 37 53 54 53 2 3 1 1 5
"49050" "157739" "TDH" 4 3 13 9 3 10 5 6 7 2
"49051" "6999" "TDO2" 4 3 3 4 3 8 5 5 5 10
"49052" "55775" "TDP1" 132 111 129 188 132 58 66 64 40 48
"49053" "51567" "TDP2" 162 131 196 206 217 232 225 280 178 189
"49054" "7002" "TDPX2" 32 23 26 31 21 15 9 10 8 16
"49055" "56165" "TDRD1" 12 10 9 18 13 5 3 7 7 1
"49056" "126668" "TDRD10" 1 2 3 3 1 4 6 1 4 3
"49057" "91646" "TDRD12" 84 66 78 116 90 2 2 5 2 2
"49058" "81550" "TDRD3" 145 98 160 179 173 93 95 122 84 63
"49059" "163589" "TDRD5" 2 7 8 7 7 4 2 5 6 7
"49060" "221400" "TDRD6" 4 0 1 4 1 67 75 98 70 48
"49061" "23424" "TDRD7" 84 98 117 112 93 122 116 112 90 80
"49062" "122402" "TDRD9" 72 44 66 89 87 28 20 36 27 18
"49063" "732253" "TDRG1" 2 0 0 0 0 18 23 28 20 18
"49064" "11022" "TDRKH" 83 71 79 81 83 110 146 174 97 95
"49065" "7003" "TEAD1" 627 555 740 828 741 171 196 203 169 135
"49066" "8463" "TEAD2" 84 79 73 113 77 9 8 4 7 10
"49067" "7005" "TEAD3" 139 134 120 149 147 19 32 27 16 17
"49068" "7004" "TEAD4" 179 147 135 165 128 14 15 12 13 13
"49069" "7006" "TEC" 21 14 20 23 25 1 4 1 2 1
"49070" "25851" "TECPR1" 127 109 128 118 94 324 289 286 211 168
"49071" "9895" "TECPR2" 131 106 131 148 111 496 422 533 365 299
"49072" "9524" "TECR" 357 309 349 405 306 470 428 416 323 251
"49073" "253017" "TECRL" 0 0 0 0 0 0 1 0 0 0
"49074" "7007" "TECTA" 5 1 1 2 6 29 30 31 30 19
"49075" "6975" "TECTB" 0 2 0 1 1 0 0 0 2 0
"49076" "127670" "TEDDM1" 0 0 0 0 0 0 0 1 1 0
"49158" "7008" "TEF" 69 46 57 88 63 1066 1035 1024 837 672
"49173" "7010" "TEK" 17 20 18 28 26 82 77 91 52 67
"49182" "83659" "TEKT1" 0 0 0 0 0 6 5 4 5 4
"49183" "27285" "TEKT2" 2 2 2 2 2 12 3 8 4 5
"49184" "64518" "TEKT3" 2 3 4 0 4 6 8 5 4 4
"49185" "150483" "TEKT4" 2 5 2 3 0 4 6 4 7 5
"49186" "146279" "TEKT5" 1 0 0 2 1 3 0 0 0 1
"49189" "9894" "TELO2" 343 215 305 345 264 230 222 194 143 109
"49218" "23371" "TENC1" 202 145 170 211 139 466 440 472 336 244
"49224" "7011" "TEP1" 167 131 190 206 140 107 104 97 60 60
"49225" "374739" "TEPP" 4 4 1 6 2 2 0 2 1 1
"49233" "7012" "TERC" 3 0 0 0 2 1 2 1 0 0
"49244" "7013" "TERF1" 85 70 109 106 100 114 97 107 111 73
"49245" "348567" "TERF1P1" 1 0 2 0 2 0 2 1 1 1
"49246" "648283" "TERF1P4" 24 24 36 29 42 20 21 33 28 26
"49247" "7014" "TERF2" 192 145 211 257 207 281 293 306 224 194
"49248" "54386" "TERF2IP" 209 196 222 279 276 1169 1140 1253 967 886
"49249" "644899" "TERF2IPP1" 0 0 0 0 0 1 3 0 0 1
"49306" "7015" "TERT" 52 40 59 52 48 0 1 0 0 0
"49324" "26136" "TES" 221 150 225 253 203 14 6 11 7 10
"49331" "54997" "TESC" 101 79 94 117 83 77 94 88 75 45
"49339" "7016" "TESK1" 112 69 88 113 75 221 182 230 150 114
"49340" "10420" "TESK2" 52 32 34 45 35 61 59 81 46 29
"49349" "80312" "TET1" 134 124 148 174 167 27 15 21 19 20
"49350" "54790" "TET2" 101 84 104 119 116 90 85 102 69 68
"49351" "200424" "TET3" 229 209 256 300 222 185 192 193 126 123
"49369" "54881" "TEX10" 147 155 183 219 200 56 67 55 59 41
"49370" "83639" "TEX101" 0 0 0 1 1 0 1 2 0 1
"49371" "56159" "TEX11" 0 0 3 1 0 0 0 0 0 0
"49372" "56157" "TEX13A" 0 0 0 0 0 0 0 0 0 0
"49373" "56156" "TEX13B" 0 0 1 0 1 1 0 0 0 0
"49374" "56155" "TEX14" 3 4 5 6 4 16 7 4 6 6
"49375" "56154" "TEX15" 29 32 50 59 37 12 4 8 5 5
"49376" "400629" "TEX19" 14 8 14 20 12 0 0 0 0 0
"49377" "55852" "TEX2" 229 241 223 305 251 594 663 698 580 438
"49378" "441687" "TEX21P" 1 3 3 3 1 5 0 1 0 3
"49379" "113419" "TEX261" 356 333 393 497 398 270 248 275 193 164
"49380" "1527" "TEX28" 0 0 0 0 0 0 0 0 0 0
"49381" "728447" "TEX28P1" 0 0 0 0 0 0 0 0 0 0
"49382" "653363" "TEX28P2" 0 0 0 0 0 0 0 0 0 0
"49383" "374618" "TEX9" 24 28 26 37 32 14 9 18 16 12
"49492" "7019" "TFAM" 338 224 388 399 366 129 114 140 126 116
"49493" "260341" "TFAMP1" 1 1 1 2 2 2 2 0 1 2
"49494" "260340" "TFAMP2" 1 0 2 3 4 1 0 1 0 0
"49495" "7020" "TFAP2A" 355 315 369 415 380 18 22 16 17 12
"49496" "7021" "TFAP2B" 11 6 18 16 8 31 38 41 27 18
"49497" "7022" "TFAP2C" 112 115 128 172 120 4 4 4 3 1
"49498" "83741" "TFAP2D" 0 0 0 0 0 0 0 1 0 0
"49499" "339488" "TFAP2E" 6 8 6 6 9 70 67 71 62 46
"49500" "7023" "TFAP4" 131 123 130 143 122 59 65 65 50 41
"49501" "51106" "TFB1M" 72 72 85 94 79 34 35 24 42 23
"49502" "64216" "TFB2M" 122 93 107 140 144 38 28 29 23 24
"49503" "29842" "TFCP2L1" 12 12 8 13 10 15 16 6 4 9
"49504" "7027" "TFDP1" 631 493 613 702 662 220 186 210 163 130
"49505" "391158" "TFDP1P" 3 4 6 4 2 1 0 0 0 0
"49506" "7029" "TFDP2" 272 226 312 395 342 153 189 175 141 107
"49507" "51270" "TFDP3" 0 2 0 1 2 0 0 1 1 0
"49508" "7030" "TFE3" 290 252 294 378 284 488 487 521 386 305
"49509" "7942" "TFEB" 36 44 34 39 35 166 158 130 102 70
"49510" "22797" "TFEC" 6 0 10 10 9 11 7 11 7 7
